Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
8,Antonín Panenka,M,"5'10""",177.8,12 00,02/12/1948,33,Prague,Rapid Vienna,Czechoslovakia,D
9,Ladislav Vízek,F,"5'09""",175.26,11 11,22/01/1955,27,Chlumec,Dukla Prague,Czechoslovakia,D
10,Tomá_ K_í_,F,,,,17/03/1959,23,,Dukla Prague,Czechoslovakia,D
11,Zden_k Nehoda,F,"5'11""",180.34,12 00,09/05/1952,30,Hulín,Dukla Prague,Czechoslovakia,D
12,P_emysl Bi_ovsk_,M,"5'09""",175.26,11 05,18/08/1950,31,,Bohemians Prague,Czechoslovakia,D
13,Jan Berger,M,"5'10""",177.8,11 05,27/11/1955,26,,Sparta Prague,Czechoslovakia,D
14,Libor Radimec,D,"5'11""",180.34,11 11,22/05/1950,32,,Baník Ostrava,Czechoslovakia,D
15,Jozef Kuku_ka,M,,,,13/03/1957,25,,Plastika Nitra,Czechoslovakia,D
16,Pavel Chaloupka,M,,,,04/05/1959,23,,Bohemians Prague,Czechoslovakia,D
17,Franti_ek _tambachr,M,"5'09""",175.26,11 07,13/02/1953,29,,Dukla Prague,Czechoslovakia,D
18,Petr Jane_ka,F,"5'09""",175.26,11 09,25/11/1957,24,,Zbrojovka Brno,Czechoslovakia,D
19,Marián Masn_,F,,,,13/08/1950,31,,Slovan Bratislava,Czechoslovakia,D
20,Vlastimil Petr_ela,F,,,,20/07/1953,28,Prost_jov,Slavia Prague,Czechoslovakia,D
21,Zden_k Hru_ka,G,,,,25/07/1954,27,,Bohemians Prague,Czechoslovakia,D
22,Karel Stromsík,G,,,,12/04/1958,24,,Dukla Prague,Czechoslovakia,D
1,Ray Clemence,G,"6'00""",182.88,12 00,05/08/1948,33,Skegness,Tottenham H,England,D
2,Viv Anderson,D,"6'00""",182.88,12 04,29/07/1956,25,Nottingham,Nottingham F,England,D
3,Trevor Brooking,M,"6'00""",182.88,12 13,02/10/1948,33,Barking,West Ham U,England,D
4,Terry Butcher,D,"6'04""",193.04,13 03,28/12/1958,23,Singapore,Ipswich T,England,D
5,Steve Coppell,M,"5'08""",172.72,11 00,09/07/1955,26,Norris Green,Manchester U,England,D
6,Steve Foster,D,"6'00""",182.88,12 08,24/09/1957,24,Portsmouth,Brighton & HA,England,D
7,Kevin Keegan,F,"5'07""",170.18,10 08,14/02/1951,31,Armthorpe,Southampton,England,D
8,Trevor Francis,F,"5'10""",177.8,11 07,19/04/1954,28,Boxhill,Manchester C,England,D
9,Glenn Hoddle,M,"6'00""",182.88,12 04,27/10/1957,24,Hayes,Tottenham H,England,D
10,Terry McDermott,M,,,,08/12/1951,30,Kirkby,Liverpool,England,D
11,Paul Mariner,F,"6'00""",182.88,12 02,22/05/1953,29,Farnworth,Ipswich T,England,D
12,Mick Mills,D,"5'07""",170.18,11 09,04/01/1949,33,Godalming,Ipswich T,England,D
13,Joe Corrigan,G,,,,18/11/1948,33,Manchester,Manchester C,England,D
14,Phil Neal,D,"5'11""",180.34,12 02,20/02/1951,31,Irchester,Liverpool,England,D
15,Graham Rix,M,"5'09""",175.26,11 00,23/10/1957,24,Doncaster,Arsenal,England,D
16,Bryan Robson,M,"5'11""",180.34,11 07,11/01/1957,25,Witton Gilbert,Manchester U,England,D
17,Kenny Sansom,D,"5'06""",167.64,10 06,26/09/1958,23,Camberwell,Arsenal,England,D
18,Phil Thompson,D,"6'00""",182.88,11 09,21/01/1954,28,Liverpool,Liverpool,England,D
19,Ray Wilkins,M,"5'08""",172.72,11 00,14/09/1956,25,Hillingdon,Manchester U,England,D
20,Peter Withe,F,,,,30/08/1951,30,Liverpool,Aston Villa,England,D
21,Tony Woodcock,F,"5'10""",177.8,11 00,06/12/1955,26,Nottingham,Köln,England,D
22,Peter Shilton,G,"6'00""",182.88,12 13,18/09/1949,32,Leicester,Nottingham F,England,D
1,Dominique Baratelli,G,"5'10""",177.8,11 11,16/12/1947,34,Nice,Paris St-Germain,France,D
2,Manuel Amoros,D,"5'08""",172.72,11 03,01/02/1962,20,Nîmes,Monaco,France,D
3,Patrick Battiston,D,"6'00""",182.88,11 11,12/03/1957,25,Amnéville,St-Etienne,France,D
4,Maxime Bossis,D,"6'01""",185.42,12 06,25/06/1955,26,Saint-André,Nantes,France,D
5,Gérard Janvion,D,"5'08""",172.72,10 12,21/08/1953,28,Fort-de-France,St-Etienne,France,D
6,Christian López,D,"5'10""",177.8,11 07,15/03/1953,29,Aïn Témouchent,St-Etienne,France,D
7,Philippe Mahut,D,"5'09""",175.26,11 00,04/03/1956,26,Lunery,Metz,France,D
8,Marius Trésor,D,"6'00""",182.88,12 08,15/01/1949,33,Saint-Anne,Bordeaux,France,D
9,Bernard Genghini,M,"5'10""",177.8,11 00,18/01/1958,24,Soultz-Haut-Rhin,Sochaux,France,D
10,Michel Platini,M,"5'10""",177.8,11 07,21/06/1955,26,Jœuf,St-Etienne,France,D
11,René Girard,M,"5'10""",177.8,11 05,04/04/1954,28,Vauvert,Bordeaux,France,D
12,Alain Giresse,M,"5'04""",162.56,09 06,02/08/1952,29,Langoiran,Bordeaux,France,D
13,Jean-François Larios,M,"6'02""",187.96,12 11,27/08/1956,25,Sidi-Bel-Abbès,St-Etienne,France,D
14,Jean Tigana,M,"5'08""",172.72,09 13,23/06/1955,26,Bamako,Bordeaux,France,D
15,Bruno Bellone,F,"5'09""",175.26,11 07,14/03/1962,20,Toulon,Monaco,France,D
16,Alain Couriol,F,"5'10""",177.8,11 11,24/10/1958,23,Paris,Monaco,France,D
17,Bernard Lacombe,F,"5'07""",170.18,10 10,15/08/1952,29,Lyon,Bordeaux,France,D
18,Dominique Rocheteau,F,"5'10""",177.8,11 05,14/01/1955,27,Saintes,Paris St-Germain,France,D
19,Didier Six,F,"5'10""",177.8,11 11,21/08/1954,27,Lille,Stuttgart,France,D
20,Gérard Soler,F,"5'09""",175.26,11 00,29/05/1954,28,Oujda,Bordeaux,France,D
21,Jean Castaneda,G,"6'02""",187.96,12 11,20/03/1957,25,Saint-Etienne,St-Etienne,France,D
22,Jean-Luc Ettori,G,"5'09""",175.26,11 07,29/07/1955,26,Marseille,Monaco,France,D
1,Ahmed Al-Tarabilsi,G,"5'07""",170.18,11 11,22/03/1947,35,,Kuwait Army,Kuwait,D
2,Naeem Sa'ad Mubarak,D,"5'08""",172.72,11 05,01/10/1957,24,,Al-Tadhamon,Kuwait,D
3,Mahboub Juma'a Mubarak,D,"5'07""",170.18,11 00,,,,Al-Shalmiya,Kuwait,D
4,Jamal Al-Qabendi,D,,,,,,,Kazma,Kuwait,D
5,Waleed Jasem Al-Mubarak,D,,,,18/11/1959,22,,Kuwait Army,Kuwait,D
6,Sa'ad Al-Houti,M,"5'05""",165.1,09 04,24/05/1954,28,,Kuwait Army,Kuwait,D
7,Fathi Kamel,M,"5'11""",180.34,12 13,,,,Al-Tadhamon,Kuwait,D
8,Abdullah Al-Buloushi,M,"5'09""",175.26,11 05,16/02/1960,22,,Al-Arabi,Kuwait,D
9,Jasem Yacob,F,"5'10""",177.8,12 06,25/10/1953,28,,Al Qadisiya Kuwait,Kuwait,D
10,Abdulaziz Al-Anbari,F,"5'10""",177.8,11 00,,,,Kuwait Army,Kuwait,D
11,Nassir Al-Ghanim,M,,,,,,,Kazma,Kuwait,D
12,Youssef Al-Suwayed,M,"5'07""",170.18,10 10,20/09/1958,23,,Kazma,Kuwait,D
13,Mubarak Marzouq,M,,,,,,,Al-Tadhamon,Kuwait,D
14,Abdullah Mayouf,D,"5'10""",177.8,12 00,,,,Kazma,Kuwait,D
15,Sami Al-Hashash,D,,,,,,,Al-Arabi,Kuwait,D
16,Faisal Al-Dakhil,F,"5'09""",175.26,11 09,13/08/1957,24,,Al Qadisiya Kuwait,Kuwait,D
17,Hamoud Al-Shemmari,D,"5'10""",177.8,10 10,26/09/1960,21,,Kazma,Kuwait,D
18,Mohammed Ahmad Karam,M,"5'10""",177.8,12 00,,,,Al-Arabi,Kuwait,D
19,Muayad Rahyam Aliyan,M,,,,,,,Kazma,Kuwait,D
20,Abdulaziz Al-Buloushi,F,,,,,,,Al-Arabi,Kuwait,D
21,Adam Marjam,G,,,,,,,Kazma,Kuwait,D
22,Jasem Bahman,G,,,,,,,Al-Arabi,Kuwait,D
1,José Nazar,G,,,,17/09/1953,28,,Motagua,Honduras,E
2,César Efrain Gutiérrez,D,,,,07/05/1954,28,,CD Universidad,Honduras,E
3,Jaime Villegas,D,,,,05/07/1950,31,,Real España,Honduras,E
4,José Fernando Bulnes,D,"5'07""",170.18,11 11,21/10/1946,35,,CD Universidad,Honduras,E
5,Allan Anthony Costly,D,"6'01""",185.42,12 13,13/12/1954,27,,Real España,Honduras,E
6,Ramón Maradiaga,M,"5'05""",165.1,10 12,30/10/1954,27,,Motagua,Honduras,E
7,Antonio Laing,F,"5'09""",175.26,11 03,27/12/1958,23,,Platense,Honduras,E
8,Francisco Javier Toledo,F,,,,30/09/1959,22,,CD Marathón,Honduras,E
9,Porfirio Armando Betancourt,F,"6'00""",182.88,12 04,10/10/1957,24,Lima,Real España,Honduras,E
10,José Roberto Figueroa,F,"5'10""",177.8,11 11,15/12/1959,22,,Vida,Honduras,E
11,David Bueso,M,,,,05/05/1955,27,,Motagua,Honduras,E
12,Domingo Drummond,D,,,,14/04/1957,25,,Platense,Honduras,E
13,Prudencio Norales,F,,,,20/04/1956,26,,Olimpia,Honduras,E
14,Juan Alberto Cruz,M,,,,27/02/1959,23,,CD Universidad,Honduras,E
15,Héctor Zelaya,M,"5'08""",172.72,11 00,12/07/1957,24,,Motagua,Honduras,E
16,Roberto Bailey,M,,,,10/08/1952,29,,CD Marathón,Honduras,E
17,José Luis Cruz,D,,,,12/06/1949,33,,Atletico Mura,Honduras,E
18,Carlos Orlando Caballero,F,,,,05/12/1958,23,,Real España,Honduras,E
19,Celso Guity,F,,,,07/08/1955,26,,CD Marathón,Honduras,E
20,Gilberto Yearwood,D,"6'00""",182.88,12 02,15/03/1956,26,,Valladolid,Honduras,E
21,Julio César Arzú,G,"5'10""",177.8,11 11,05/06/1954,28,,Real España,Honduras,E
22,Jimmy Steward,G,,,,09/12/1946,35,,CD Marathón,Honduras,E
1,Pat Jennings,G,"6'00""",182.88,12 08,12/06/1945,37,Newry,Arsenal,Northern Ireland,E
2,Jimmy Nicholl,D,"5'10""",177.8,11 09,28/12/1956,25,Hamilton,Toronto Blizzard,Northern Ireland,E
3,Mal Donaghy,D,,,,13/09/1957,24,Belfast,Luton T,Northern Ireland,E
4,David McCreery,M,"5'07""",170.18,10 08,16/09/1957,24,Belfast,Tulsa Roughnecks,Northern Ireland,E
5,Chris Nicholl,D,,,,12/10/1946,35,Macclesfield,Southampton,Northern Ireland,E
6,John O'Neill,D,"6'00""",182.88,13 03,11/03/1958,24,Derry,Leicester C,Northern Ireland,E
7,Noel Brotherston,F,"5'09""",175.26,10 08,18/11/1956,25,Belfast,Blackburn R,Northern Ireland,E
8,Martin O'Neill,M,"5'10""",177.8,11 03,01/03/1952,30,Kilrea,Norwich C,Northern Ireland,E
9,Gerry Armstrong,F,"5'11""",180.34,13 03,23/05/1954,28,Belfast,Watford,Northern Ireland,E
10,Sammy McIlroy,M,"5'10""",177.8,11 09,02/08/1954,27,Belfast,Stoke C,Northern Ireland,E
11,Billy Hamilton,F,"6'01""",185.42,12 00,09/05/1957,25,Belfast,Burnley,Northern Ireland,E
12,John McClelland,D,"6'01""",185.42,11 05,07/12/1955,26,Belfast,Rangers,Northern Ireland,E
13,Sammy Nelson,D,"5'10""",177.8,11 00,01/04/1949,33,Belfast,Brighton & HA,Northern Ireland,E
14,Tommy Cassidy,M,"5'07""",170.18,12 06,18/11/1950,31,,Burnley,Northern Ireland,E
15,Tom Finney,M,,,,06/11/1952,29,,Cambridge U,Northern Ireland,E
16,Norman Whiteside,F,"6'00""",182.88,12 04,07/05/1965,17,Belfast,Manchester U,Northern Ireland,E
17,Jim Platt,G,"6'00""",182.88,12 08,26/01/1951,31,Ballymena,Middlesbrough,Northern Ireland,E
18,Johnny Jameson,F,,,,11/03/1958,24,,Glentoran,Northern Ireland,E
19,Felix Healy,M,"5'10""",177.8,11 05,27/09/1955,26,,Coleraine,Northern Ireland,E
20,Jim Cleary,M,,,,27/05/1956,26,,Glentoran,Northern Ireland,E
21,Bobby Campbell,F,,,,13/09/1956,25,,Bradford C,Northern Ireland,E
22,George Dunlop,G,,,,16/01/1956,26,,Linfield,Northern Ireland,E
1,Luis Arconada,G,"5'10""",177.8,12 04,26/06/1954,27,Donostia,Real Sociedad,Spain,E
2,José Antonio Camacho,D,"5'09""",175.26,11 00,08/06/1955,27,Cieza,Real Madrid,Spain,E
3,Rafael Gordillo,M,"5'10""",177.8,12 00,24/02/1957,25,Almendralejo,Betis,Spain,E
4,Miguel Ángel Alonso,M,"5'10""",177.8,11 05,01/02/1953,29,Tolosa,Real Sociedad,Spain,E
5,Miguel Tendillo,D,"6'00""",182.88,11 00,01/02/1961,21,Valencia,Valencia,Spain,E
6,José Ramón Alexanko,D,"6'00""",182.88,12 11,15/05/1956,26,Barakaldo,Barcelona,Spain,E
7,Juanito,F,"5'07""",170.18,10 10,10/11/1954,27,Fuengirola,Real Madrid,Spain,E
8,Joaquín,M,,,,09/06/1956,26,Oviedo,Sporting Gijón,Spain,E
9,Jesús María Satrústegui,F,"5'10""",177.8,12 00,12/02/1954,28,Pamplona,Real Sociedad,Spain,E
10,Jesús María Zamora,M,"5'10""",177.8,12 00,01/01/1955,27,Rentería,Real Sociedad,Spain,E
11,Roberto López Ufarte,F,"5'07""",170.18,10 10,19/04/1959,23,Fes,Real Sociedad,Spain,E
12,Santiago Urquiaga,D,"5'10""",177.8,12 00,18/04/1958,24,Barakaldo,Athletic Bilbao,Spain,E
13,Manuel Jiménez,M,,,,26/05/1956,26,Vilagarcía de Arousa,Sporting Gijón,Spain,E
14,Antonio Maceda,D,"6'03""",190.5,12 13,16/05/1957,25,Sagunto,Sporting Gijón,Spain,E
15,Enrique Saura,F,"5'07""",170.18,11 11,02/08/1954,27,Onda,Valencia,Spain,E
16,Tente Sánchez,M,"5'07""",170.18,11 00,08/10/1956,25,Barcelona,Barcelona,Spain,E
17,Ricardo Gallego,M,"5'10""",177.8,11 09,08/02/1959,23,Madrid,Real Madrid,Spain,E
18,Pedro Uralde,F,"5'10""",177.8,11 05,02/03/1958,24,Vitoria,Real Sociedad,Spain,E
19,Santillana,F,,,,23/08/1952,29,Santillana del Mar,Real Madrid,Spain,E
20,Quini,M,,,,23/09/1949,32,Oviedo,Barcelona,Spain,E
21,Urruti,G,,,,17/02/1952,30,San Sebastián,Barcelona,Spain,E
22,Miguel Ángel,G,,,,24/12/1947,34,Ourense,Real Madrid,Spain,E
1,Dragan Panteli_,G,"6'01""",185.42,12 06,09/12/1951,30,Le_nica,Bordeaux,Yugoslavia,E
2,Ive Jerolimov,D,,,,30/03/1958,24,,Rijeka,Yugoslavia,E
3,Ivan Gudelj,D,"6'00""",182.88,12 00,21/09/1960,21,,Hajduk Split,Yugoslavia,E
4,Velimir Zajec,D,"5'10""",177.8,11 07,12/02/1956,26,Zagreb,Dinamo Zagreb,Yugoslavia,E
5,Nenad Stojkovi_,D,"6'00""",182.88,12 08,26/05/1956,26,,Partizan Belgrade,Yugoslavia,E
6,Zlatko Krmpoti_,M,"5'10""",177.8,11 11,07/08/1958,23,,Crvena Zvezda,Yugoslavia,E
7,Vladimir Petrovi_,M,"5'07""",170.18,10 08,01/07/1955,26,,Crvena Zvezda,Yugoslavia,E
8,Edhem _ljivo,M,"5'10""",177.8,11 00,16/03/1950,32,,Nice,Yugoslavia,E
9,Zoran Vujovi_,D,,,,26/08/1958,23,,Hajduk Split,Yugoslavia,E
10,Zvonko _ivkovi_,M,,,,31/10/1959,22,,Partizan Belgrade,Yugoslavia,E
11,Zlatko Vujovi_,F,"5'10""",177.8,11 09,26/08/1958,23,,Hajduk Split,Yugoslavia,E
12,Ivan Pudar,G,,,,01/05/1961,21,,Hajduk Split,Yugoslavia,E
13,Safet Su_i_,F,"5'11""",180.34,11 00,13/04/1955,27,Zavidovi_i,FK Sarajevo,Yugoslavia,E
14,Nikola Jovanovi_,D,"6'03""",190.5,13 10,18/09/1952,29,,Budu_nost Titograd,Yugoslavia,E
15,Milo_ Hrsti_,D,"6'00""",182.88,12 00,12/11/1955,26,,NK Rijeka,Yugoslavia,E
16,Milo_ _esti_,F,"5'06""",167.64,10 06,08/08/1956,25,,Crvena Zvezda,Yugoslavia,E
17,Jurica Jerkovi_,M,"5'09""",175.26,11 05,25/02/1950,32,,Zürich,Yugoslavia,E
18,Stjepan Deveri_,F,,,,20/08/1961,20,,Dinamo Zagreb,Yugoslavia,E
19,Vahid Halilhod_i_,F,"6'00""",182.88,12 08,15/05/1952,30,Jablanica,Nantes,Yugoslavia,E
20,Ivica _urjak,F,"6'03""",190.5,12 08,23/03/1953,29,,Paris St-Germain,Yugoslavia,E
21,Predrag Pa_i_,F,,,,18/10/1958,23,,FK Sarajevo,Yugoslavia,E
22,Ratko Svilar,G,,,,06/05/1950,32,,Royal Antwerp,Yugoslavia,E
1,Valdir Peres,G,,,,02/02/1951,31,Heron,Sao Paulo,Brazil,F
2,Leandro,D,,,,17/03/1959,23,Cabo Frio,Flamengo,Brazil,F
3,Oscar,D,,,,20/06/1954,27,,Sao Paulo,Brazil,F
4,Luizinho,D,,,,22/10/1958,23,New lime,Atlético Mineiro,Brazil,F
5,Toninho Cerezo,M,"6'00 """,182.88,11 11,21/04/1955,27,Belo Horizonte,Atlético Mineiro,Brazil,F
6,Junior,M,,,,29/06/1954,27,West Sussex,Flamengo,Brazil,F
7,Paulo Isidoro,M,"5'07 """,170.18,09 13,03/08/1953,28,Belo Horizonte,Guild,Brazil,F
8,Socrates,M,,,,19/02/1954,28,Belém,Corinthians,Brazil,F
9,Serginho,F,,,,23/12/1953,28,Sao Paulo,Sao Paulo,Brazil,F
10,Zico,M,"5'08 """,172.72,11 03,03/03/1953,29,Rio de Janeiro,Flamengo,Brazil,F
11,Éder,F,"6'00 """,182.88,10 10,25/05/1957,25,Vespasian,Atlético Mineiro,Brazil,F
12,Paulo Sergio,G,,,,24/07/1954,27,Rio de Janeiro,Botafogo,Brazil,F
13,Edevaldo,D,"5'07 """,170.18,10 12,28/01/1958,24,Campos dos Goytacazes,International,Brazil,F
14,Juninho,D,,,,29/08/1958,23,Olympia,black Bridge,Brazil,F
15,Hawk,M,,,,16/10/1953,28,Santa Catarina,Pomegranate,Brazil,F
16,Edinho,D,"5'11 """,180.34,11 11,05/06/1955,27,Rio de Janeiro,Fluminense,Brazil,F
17,Little,M,,,,10/10/1957,24,Saint Andrew,Vasco da Gama,Brazil,F
18,Batista,M,,,,08/03/1955,27,Porto Alegre,Guild,Brazil,F
19,Renato,F,,,,21/02/1957,25,Morungaba,Sao Paulo,Brazil,F
20,Roberto Dinamite,F,"5'10 """,177.8,11 11,05/10/1960,21,Duke of Caxias,Vasco da Gama,Brazil,F
21,Dirceu,F,"5'07 """,170.18,10 06,15/06/1952,29,Rio de Janeiro,Atletico Madrid,Brazil,F
22,Carlos,G,"6'02 """,187.96,12 11,04/03/1956,26,Vineyard,black Bridge,Brazil,F
1,Richard Wilson,G,,,,08/05/1956,26,,Preston Lions,New Zeland,F
2,Glenn Dods,D,"5'11""",180.34,11 05,07/07/1957,24,,Adelaide C,New Zeland,F
3,Ricki Herbert,D,"6'00""",182.88,12 08,10/04/1961,21,,Mount Wellington,New Zeland,F
4,Brian Turner,F,"6'02""",187.96,13 01,31/07/1949,32,,Gisborne C,New Zeland,F
5,Dave Bright,D,,,,29/11/1949,32,,Manurewa Franklin,New Zeland,F
6,Bobby Almond,D,"5'10""",177.8,11 11,16/04/1951,31,,Invercargill Thistle,New Zeland,F
7,Wynton Rufer,F,"5'11""",180.34,12 08,29/12/1962,19,,Miramar Rangers,New Zeland,F
8,Duncan Cole,M,"5'09""",175.26,11 11,12/07/1958,23,,North Shore U,New Zeland,F
9,Steve Wooddin,F,"5'10""",177.8,12 02,06/01/1955,27,,South Melbourne,New Zeland,F
10,Steve Sumner,M,"5'11""",180.34,12 00,02/04/1956,26,,West Adelaide,New Zeland,F
11,Sam Malcolmson,D,"6'02""",187.96,12 04,02/04/1947,35,,East Coast Bays,New Zeland,F
12,Keith Mackay,M,"5'07""",170.18,09 13,08/12/1956,25,,Gisborne C,New Zeland,F
13,Kenny Cresswell,M,"5'09""",175.26,11 09,04/06/1958,24,,Gisborne C,New Zeland,F
14,Adrian Elrick,D,"5'07""",170.18,11 07,29/09/1949,32,,North Shore U,New Zeland,F
15,John Hill,D,"5'10""",177.8,11 03,07/01/1950,32,,Gisborne C,New Zeland,F
16,Glen Adam,M,,,,22/05/1959,23,,Mount Wellington,New Zeland,F
17,Allan Boath,M,"5'07""",170.18,11 09,14/12/1958,23,,West Adelaide,New Zeland,F
18,Peter Simonsen,M,,,,17/04/1959,23,,Manurewa Franklin,New Zeland,F
19,Billy McClure,M,,,,04/01/1958,24,,Mount Wellington,New Zeland,F
20,Grant Turner,F,,,,07/10/1958,23,,Gisborne C,New Zeland,F
21,Barry Pickering,G,,,,12/12/1956,25,,Miramar Rangers,New Zeland,F
22,Frank van Hattum,G,"6'00""",182.88,12 00,17/11/1958,23,New Plymouth,Manurewa Franklin,New Zeland,F
1,Alan Rough,G,"6'01""",185.42,13 03,25/11/1951,30,Glasgow,Partick Thistle,Scotland,F
2,Danny McGrain,D,"5'10""",177.8,12 02,01/05/1950,32,Glasgow,Celtic,Scotland,F
3,Frank Gray,D,"5'10""",177.8,11 11,27/10/1954,27,Castlemilk,Leeds U,Scotland,F
4,Graeme Souness,D,"5'11""",180.34,11 11,06/05/1953,29,Edinburgh,Liverpool,Scotland,F
5,Alan Hansen,D,"6'01""",185.42,13 01,13/06/1955,27,Alloa,Liverpool,Scotland,F
6,Willie Miller,D,"5'11""",180.34,11 07,02/05/1955,27,Glasgow,Aberdeen,Scotland,F
7,Gordon Strachan,M,"5'06""",167.64,10 01,09/02/1957,25,Edinburgh,Aberdeen,Scotland,F
8,Kenny Dalglish,F,"5'10""",177.8,11 07,04/03/1951,31,Dalmarnock,Liverpool,Scotland,F
9,Alan Brazil,F,"6'00""",182.88,12 04,15/06/1959,22,Simshill,Ipswich T,Scotland,F
10,John Wark,M,"5'10""",177.8,11 11,04/08/1957,24,Glasgow,Ipswich T,Scotland,F
11,John Robertson,F,"5'06""",167.64,11 05,02/10/1964,17,Uddingston,Nottingham F,Scotland,F
12,George Wood,G,,,,26/09/1952,29,Douglas,Arsenal,Scotland,F
13,Alex McLeish,M,"6'01""",185.42,12 04,21/01/1959,23,Barrhead,Aberdeen,Scotland,F
14,David Narey,D,"6'00""",182.88,12 08,12/06/1956,26,Dundee,Dundee U,Scotland,F
15,Joe Jordan,F,"6'01""",185.42,12 02,15/12/1951,30,Cleland,Milan,Scotland,F
16,Asa Hartford,M,"5'07""",170.18,10 08,24/10/1950,31,Clydebank,Manchester C,Scotland,F
17,Allan Evans,D,"6'00""",182.88,11 11,12/10/1956,25,Dunfermline,Aston Villa,Scotland,F
18,Steve Archibald,F,"5'10""",177.8,11 00,27/09/1956,25,Glasgow,Tottenham H,Scotland,F
19,Paul Sturrock,F,"5'09""",175.26,10 08,10/10/1956,25,Ellon,Dundee U,Scotland,F
20,Davie Provan,F,,,,08/05/1956,26,Gourock,Celtic,Scotland,F
21,George Burley,D,"5'10""",177.8,11 00,03/06/1956,26,Cumnock,Ipswich T,Scotland,F
22,Jim Leighton,G,"6'01""",185.42,12 11,24/07/1958,23,Johnstone,Aberdeen,Scotland,F
1,Rinat Dasaev,G,"6'02""",187.96,12 13,13/06/1957,25,Astrakhan,Spartak Moscow,USSR,F
2,Tengiz Sulakvelidze,D,"5'10""",177.8,12 02,23/07/1956,25,,Dinamo Tbilisi,USSR,F
3,Aleksandr Chivadze,D,"6'00""",182.88,12 02,08/04/1955,27,,Dinamo Tbilisi,USSR,F
4,Vagiz Khidiatullin,D,"6'00""",182.88,12 08,03/03/1959,23,Gubakha,CSKA Moscow,USSR,F
5,Sergei Baltacha,D,"5'11""",180.34,11 11,17/02/1958,24,Mariupol,Dynamo Kiev,USSR,F
6,Anatoliy Demyanenko,D,"5'10""",177.8,11 07,19/01/1959,23,Dnipropetrovsk,Dynamo Kiev,USSR,F
7,Ramaz Shengelia,M,"5'09""",175.26,11 05,01/01/1957,25,,Dinamo Tbilisi,USSR,F
8,Vladimir Bessonov,D,"5'11""",180.34,11 09,05/03/1958,24,,Dynamo Kiev,USSR,F
9,Yuri Gavrilov,F,"5'11""",180.34,11 09,03/05/1953,29,Setun,Spartak Moscow,USSR,F
10,Khoren Oganesian,M,"5'07""",170.18,11 00,10/01/1955,27,,Ararat Yerevan,USSR,F
11,Oleg Blokhin,F,"5'11""",180.34,11 11,05/11/1952,29,Kiev,Dynamo Kiev,USSR,F
12,Andriy Bal,M,"5'10""",177.8,11 07,16/01/1958,24,,Dynamo Kiev,USSR,F
13,Vitaly Daraselia,M,"5'08""",172.72,11 00,09/10/1957,24,,Dinamo Tbilisi,USSR,F
14,Sergei Borovsky,D,"5'09""",175.26,11 09,29/01/1956,26,,Dinamo Minsk,USSR,F
15,Sergei Andreev,F,"5'09""",175.26,11 05,17/05/1956,26,,FC Rostov,USSR,F
16,Sergei Rodionov,F,"6'01""",185.42,12 06,03/09/1962,19,Moscow,Spartak Moscow,USSR,F
17,Leonid Buryak,M,,,,10/07/1953,28,Odessa,Dynamo Kiev,USSR,F
18,Yuri Susloparov,M,"5'08""",172.72,12 04,14/08/1958,23,,Torpedo Moscow,USSR,F
19,Vadym Yevtushenko,M,"5'10""",177.8,11 00,01/01/1958,24,,Dynamo Kiev,USSR,F
20,Oleg Romantsev,D,,,,04/01/1954,28,Gavrilovskoye,Spartak Moscow,USSR,F
21,Viktor Chanov,G,"6'00""",182.88,12 00,21/08/1959,22,Donetsk,Dynamo Kiev,USSR,F
22,Vyacheslav Chanov,G,"6'02""",187.96,13 08,23/10/1951,30,,Torpedo Moscow,USSR,F
