Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
9,Petar Zhekov,F,,,,10/01/1944,26,Knizhovnik,CSKA Sofia,Bulgaria,D
10,Dimitar Yakimov,M,,,,12/08/1941,28,,CSKA Sofia,Bulgaria,D
11,Dinko Dermendzhiev,M,"5'09""",175.26,10 12,02/06/1941,28,,Trakia Plovdiv,Bulgaria,D
12,Milko Gaydarski,D,"5'11""",180.34,11 07,18/03/1946,24,,Levski Sofia,Bulgaria,D
13,Stoyan Yordanov,G,,,,29/01/1944,26,,CSKA Sofia,Bulgaria,D
14,Dobromir Zhechev,D,,,,12/11/1942,27,Sofia,Levski Sofia,Bulgaria,D
15,Boris Gaganelov,D,"5'10""",177.8,11 09,07/10/1941,28,,CSKA Sofia,Bulgaria,D
16,Asparuh Nikodimov,D,"5'10""",177.8,12 04,21/08/1945,24,,CSKA Sofia,Bulgaria,D
17,Todor Kolev,M,"5'09""",175.26,11 05,29/04/1942,28,,Slavia Sofia,Bulgaria,D
18,Dimitar Marashliev,F,"5'10""",177.8,11 03,31/08/1947,22,,CSKA Sofia,Bulgaria,D
19,Georgi Asparuhov,F,,,,04/05/1943,27,Sofia,Levski Sofia,Bulgaria,D
20,Vasil Mitkov,F,"5'08""",172.72,11 03,17/09/1943,26,,Levski Sofia,Bulgaria,D
21,Bozhidar Grigorov,F,,,,27/07/1945,24,,Slavia Sofia,Bulgaria,D
22,Georgi Kamenski,G,,,,,,,Levski Sofia,Bulgaria,D
1,Allal Ben Kassou,G,"5'10""",177.8,11 09,,,,FAR Rabat,Morocco,D
2,Abdallah Lamrani,D,"5'09""",175.26,10 08,,,,FAR Rabat,Morocco,D
3,Boujemaa Benkhrif,D,"5'09""",175.26,11 03,,,,KAC Kenitra,Morocco,D
4,Moulay Khassouni,D,"5'09""",175.26,11 05,,,,MAS Fes,Morocco,D
5,Kacem Slimani,D,"5'09""",175.26,11 03,,,,RS Settat,Morocco,D
6,Mohammed Mahroufi,M,"5'10""",177.8,11 05,,,,DH Jadida,Morocco,D
7,Said Ghandi,D,"5'09""",175.26,10 06,,,,RCA Casablanca,Morocco,D
8,Driss Bamous,M,"5'07""",170.18,10 01,15/12/1942,27,,FAR Rabat,Morocco,D
9,Ahmed Faras,M,"5'08""",172.72,10 08,,,,Mohammedia,Morocco,D
10,Mohammed El Filali,M,"5'09""",175.26,10 06,09/07/1945,24,,Mouloudia Oujda,Morocco,D
11,Maouhoub Ghazouani,F,"5'07""",170.18,11 05,,,,FAR Rabat,Morocco,D
12,Mohammed Hazzaz,G,"6'00""",182.88,12 08,,,,MAS Fes,Morocco,D
13,Jalili Fadili,D,"5'09""",175.26,11 05,,,,FAR Rabat,Morocco,D
14,Mohammed Houmane,F,"5'08""",172.72,11 03,,,,RCA Casablanca,Morocco,D
15,Hamed Dahane,D,,,,,,,Sidi Kacem,Morocco,D
16,Moustapha Choukri,M,"5'07""",170.18,11 09,,,,RCA Casablanca,Morocco,D
17,Ahmed Alaoui,F,"5'10""",177.8,11 05,,,,RS Settat,Morocco,D
18,Abdelkader El Khiati,M,"5'08""",172.72,10 10,,,,FAR Rabat,Morocco,D
19,Abdelkader Ouaraghli,G,,,,,,,WAC Casablanca,Morocco,D
1,Luis Rubinos,G,"5'11""",180.34,12 08,31/12/1940,29,,Sporting Cristal,Peru,D
2,Angel Eloy Campos,D,"5'08""",172.72,11 05,31/05/1942,28,,Sporting Cristal,Peru,D
3,Orlando de la Torre,D,"5'09""",175.26,11 11,21/11/1943,26,,Sporting Cristal,Peru,D
4,H_ctor Chumpitaz,D,"5'06""",167.64,11 03,12/04/1944,26,Ca_ete,Universitario,Peru,D
5,Nicolas Fuentes,D,"5'06""",167.64,10 08,20/12/1941,28,,Universitario,Peru,D
6,Ramon Mifflin,M,"5'06""",167.64,11 00,05/04/1947,23,,Sporting Cristal,Peru,D
7,Roberto Challe,M,"5'09""",175.26,11 05,24/11/1946,23,,Universitario,Peru,D
8,Julio Baylon,F,"6'00""",182.88,13 03,10/09/1950,19,,Alianza Lima,Peru,D
9,Pedro Leon,F,"5'10""",177.8,12 08,26/03/1943,27,,Alianza Lima,Peru,D
10,TeÑfilo Cubillas,M,"5'08""",172.72,11 03,08/03/1949,21,Puente Piedra,Alianza Lima,Peru,D
11,Alberto Gallardo,F,"5'10""",177.8,11 11,28/11/1940,29,,Sporting Cristal,Peru,D
12,Ruben Correa,G,,,,,,,Universitario,Peru,D
13,Pedro Gonzalez,D,"5'06""",167.64,11 00,19/05/1943,27,,Universitario,Peru,D
14,Jose Fernandez,D,"5'09""",175.26,12 00,14/02/1939,31,,Sporting Cristal,Peru,D
15,Javier Gonzalez,D,"5'09""",175.26,12 04,11/05/1939,31,,Alianza Lima,Peru,D
16,Felix Salinas,D,,,,,,,Universitario,Peru,D
17,Luis Cruzado,M,"5'07""",170.18,11 00,06/07/1941,28,,Universitario,Peru,D
18,Jose del Castillo,F,,,,,,,Sporting Cristal,Peru,D
19,Eladio Reyes,F,"5'09""",175.26,11 11,08/01/1948,22,,Alianza Lima,Peru,D
20,Hugo Sotil,M,"5'07""",170.18,10 12,10/05/1949,21,Ica,Deportivo Municipal,Peru,D
21,Jesus Goyzueta,M,,,,,,,Universitario,Peru,D
22,Oswaldo Ramirez,F,"5'09""",175.26,11 05,29/03/1947,23,,Sport Boys,Peru,D
1,Sepp Maier,G,"6'00""",182.88,12 04,28/02/1944,26,Metten,Bayern Munich,West germany,D
2,Horst-Dieter H_ttges,D,"5'09""",175.26,11 07,10/09/1943,26,M_nchengladbach,Werder Bremen,West germany,D
3,Karl-Heinz Schnellinger,D,"5'11""",180.34,12 06,31/03/1939,31,DÙren,Milan,West germany,D
4,Franz Beckenbauer,D,"5'11""",180.34,11 11,11/09/1945,24,Munich,Bayern Munich,West germany,D
5,Willi Schulz,D,"5'11""",180.34,11 09,04/10/1938,31,Bochum,K_ln,West germany,D
6,Wolfgang Weber,D,"5'10""",177.8,12 06,26/06/1944,25,,K_ln,West germany,D
7,Berti Vogts,D,"5'06""",167.64,10 08,30/12/1946,23,BÙttgen,B M_nchengladbach,West germany,D
8,Helmut Haller,M,"5'10""",177.8,12 04,21/07/1939,30,Augsburg,Juventus,West germany,D
9,Uwe Seeler,F,"5'07""",170.18,11 11,05/11/1936,33,Hamburg,Hamburg,West germany,D
10,Siegfried Held,F,"5'11""",180.34,11 11,07/08/1942,27,Freudenthal,Borussia Dortmund,West germany,D
11,Klaus Fichtel,D,"5'09""",175.26,10 08,19/11/1944,25,Castrop-Rauxel,Schalke 04,West germany,D
12,Wolfgang Overath,M,"5'09""",175.26,11 03,29/09/1943,26,Siegburg,K_ln,West germany,D
13,Gerd MÙller,F,"5'09""",175.26,11 09,03/11/1945,24,N_rdlingen,Bayern Munich,West germany,D
14,Reinhard Libuda,F,"5'09""",175.26,10 12,10/10/1943,26,Wendlinghausen,Schalke 04,West germany,D
15,Bernd Patzke,D,"5'09""",175.26,,14/03/1943,27,Berlin,Hertha Berlin,West germany,D
16,Max Lorenz,M,"6'01""",185.42,12 11,19/08/1939,30,Bremen,Werder Bremen,West germany,D
17,Johannes L_hr,F,"5'09""",175.26,11 00,05/07/1942,27,Eitorf,K_ln,West germany,D
18,Klaus-Dieter Sieloff,D,,,,27/02/1942,28,,B M_nchengladbach,West germany,D
19,Peter Dietrich,M,,,,06/03/1944,26,Neu-Isenburg,B M_nchengladbach,West germany,D
20,JÙrgen Grabowski,F,"5'09""",175.26,10 08,07/07/1944,25,Wiesbaden,Eintracht Frankfurt,West germany,D
21,Manfred Manglitz,G,"6'03""",190.5,,08/03/1940,30,,K_ln,West germany,D
22,Horst Wolter,G,,,,08/06/1942,27,Berlin,Eintracht Braunschweig,West germany,D
