Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
13,Juan Olivares,G,"5'08""",172.72,11 07,20/02/1941,25,,Santiago Wanderers,Chille,D
14,Ignacio Prieto,M,"6'00""",182.88,11 00,23/09/1943,22,,Universidad Cat—lica,Chille,D
15,Jaime Ramirez,F,"5'07""",170.18,10 03,14/08/1931,34,,Universidad de Chile,Chille,D
16,Orlando Ram’rez,F,,,,07/05/1943,23,,Universidad de Chile,Chille,D
17,Leonel S‡nchez,F,"5'09""",175.26,10 12,25/04/1936,30,Santiago de Chile,Universidad de Chile,Chille,D
18,Armando Tobar,F,"5'09""",175.26,11 00,07/06/1938,28,,Universidad Cat—lica,Chille,D
19,Francisco Valdes,M,,,,19/03/1943,23,,Colo-Colo,Chille,D
20,Alberto Valentini,D,"5'06""",167.64,10 03,25/11/1938,27,,Colo-Colo,Chille,D
21,Hugo Villanueva,D,"5'10""",177.8,11 05,09/04/1939,27,,Universidad de Chile,Chille,D
22,Guillermo Y‡var,M,"5'10""",177.8,11 03,26/03/1943,23,,Universidad de Chile,Chille,D
1,Enrico Albertosi,G,"6'00""",182.88,12 02,02/11/1939,26,Pontremoli,Fiorentina,Italy,D
2,Roberto Anzolin,G,,,,18/04/1938,28,Valdagno,Juventus,Italy,D
3,Paolo Barison,F,"6'00""",182.88,12 11,23/06/1936,30,Vittorio Veneto,Roma,Italy,D
4,Giacomo Bulgarelli,F,"5'09""",175.26,11 03,24/10/1940,25,Portonovo di Medicina,Bologna,Italy,D
5,Tarcisio Burgnich,D,"5'10""",177.8,12 00,25/04/1939,27,Ruda,Internazionale,Italy,D
6,Giacinto Facchetti,D,"6'02""",187.96,13 08,18/07/1942,23,Treviglio,Internazionale,Italy,D
7,Romano Fogli,M,"5'08""",172.72,11 00,21/01/1938,28,Santa Maria a Monte,Bologna,Italy,D
8,Aristide Guarneri,M,"5'11""",180.34,12 08,07/03/1938,28,Cremona,Internazionale,Italy,D
9,Francesco Janich,D,"5'11""",180.34,12 08,27/03/1937,29,Udine,Bologna,Italy,D
10,Antonio Juliano,M,"5'09""",175.26,11 05,01/01/1943,23,Naples,Napoli,Italy,D
11,Spartaco Landini,M,"5'10""",177.8,11 07,31/01/1944,22,Terranuova Bracciolini,Internazionale,Italy,D
12,Gianfranco Leoncini,M,"5'09""",175.26,12 02,25/09/1939,26,Rome,Juventus,Italy,D
13,Giovanni Lodetti,F,"5'09""",175.26,10 12,10/08/1942,23,Caselle Lurani,Milan,Italy,D
14,Sandro Mazzola,F,"5'10""",177.8,10 06,08/11/1942,23,Turin,Internazionale,Italy,D
15,Luigi Meroni,F,"5'10""",177.8,10 10,24/02/1943,23,Como,Torino,Italy,D
16,Ezio Pascutti,F,"5'08""",172.72,11 03,01/06/1937,29,Mortegliano,Bologna,Italy,D
17,Marino Perani,F,"5'10""",177.8,10 12,27/10/1939,26,Ponte Nossa,Bologna,Italy,D
18,Pierluigi Pizzaballa,G,,,,14/09/1939,26,Bergamo,Atalanta,Italy,D
19,Gianni Rivera,M,"5'09""",175.26,10 10,18/08/1943,22,Alessandria,Milan,Italy,D
20,Francesco Rizzo,F,"5'07""",170.18,11 05,30/05/1943,23,Rovito,Cagliari,Italy,D
21,Roberto Rosato,D,"5'09""",175.26,11 07,18/08/1943,22,Chieri,Torino,Italy,D
22,Sandro Salvadore,D,"5'11""",180.34,11 09,29/11/1939,26,Milan,Juventus,Italy,D
1,Lee Chan-Myung,G,,,,02/01/1947,19,,Kikwancha Pyongyang,North Korea,D
2,Pak Li-Sup,D,,,,06/01/1944,22,,Amrokgang,North Korea,D
3,Shin Yung-Kyoo,D,"5'09""",175.26,11 11,30/03/1942,24,,Moranbong Pyongyang,North Korea,D
4,Kang Bong-Chil,D,"5'08""",172.72,10 12,07/11/1943,22,,April 25th Sport Club,North Korea,D
5,Lim Zoong-Sun,D,,,,16/07/1943,22,,Moranbong Pyongyang,North Korea,D
6,Im Seung-Hwi,F,"5'05""",165.1,09 08,03/02/1946,20,,April 25th Sport Club,North Korea,D
7,Pak Doo-Ik,M,,,,17/03/1942,24,,Moranbong Pyongyang,North Korea,D
8,Pak Seung-Zin,F,,,,11/01/1941,25,,Moranbong Pyongyang,North Korea,D
9,Lee Keun-Hak,G,,,,07/07/1940,26,,Moranbong Pyongyang,North Korea,D
10,Kang Ryong-Woon,M,"5'06""",167.64,09 00,25/04/1942,24,,Radongja,North Korea,D
11,Han Bong-Zin,M,"5'05""",165.1,09 13,02/09/1945,20,,April 25th Sport Club,North Korea,D
12,Kim Seung-Il,M,,,,02/09/1945,20,,Moranbong Pyongyang,North Korea,D
13,Oh Yoon-Kyung,M,"5'08""",172.72,10 10,06/08/1941,24,,August 8 Club,North Korea,D
14,Ha Jung-Won,M,"5'07""",170.18,10 10,20/04/1942,24,,August 8 Club,North Korea,D
15,Yang Sung-Kook,F,"5'07""",170.18,10 08,19/08/1944,21,,Kikwancha Pyongyang,North Korea,D
16,Lee Dong-Woon,F,"5'07""",170.18,10 03,04/07/1945,21,,Radongja,North Korea,D
17,Kim Bong-Hwan,F,"5'06""",167.64,09 13,04/07/1939,27,,Kikwancha Pyongyang,North Korea,D
18,Ke Seung-Woon,F,,,,26/12/1943,22,,Radongja,North Korea,D
19,Kim Yung-Kil,F,"5'08""",172.72,10 10,29/01/1944,22,,Radongja,North Korea,D
20,Ryoo Chang-Kil,F,,,,05/11/1940,25,,Kikwancha Pyongyang,North Korea,D
21,An Se-Bok,F,,,,29/10/1946,19,,Amrokgang,North Korea,D
22,Lee Chi-Myung,F,,,,07/07/1945,21,,April 25th Sport Club,North Korea,D
1,Lev Yashin,G,"6'01""",185.42,12 13,22/10/1929,36,Moscow,Dynamo Moscow,USSR,D
2,Viktor Serebrjanikov,F,"5'08""",172.72,11 03,29/03/1940,26,,Dynamo Kiev,USSR,D
3,Leonid Ostrovskiy,D,"5'11""",180.34,11 11,17/01/1936,30,,Dynamo Kiev,USSR,D
4,Vladimir Ponomarev,D,"5'09""",175.26,10 08,18/02/1940,26,,CSKA Moscow,USSR,D
5,Valentin Afonin,D,"5'11""",180.34,11 09,22/12/1939,26,,SKA Rostov,USSR,D
6,Albert Shesternev,D,"6'00""",182.88,12 13,20/06/1941,25,,CSKA Moscow,USSR,D
7,Murtaz Khurtsilava,M,"5'10""",177.8,13 01,05/01/1943,23,Bandza,Dynamo Tbilisi,USSR,D
8,Yozhef Sabo,M,,,,29/02/1940,26,Uzhgorod,Dynamo Kiev,USSR,D
9,Viktor Getmanov,D,"5'08""",172.72,11 09,04/05/1940,26,,SKA Rostov,USSR,D
10,Vasiliy Danilov,M,"5'08""",172.72,11 07,13/05/1941,25,,Zenit Leningrad,USSR,D
11,Igor Chislenko,M,"5'07""",170.18,10 10,04/01/1939,27,,Dynamo Moscow,USSR,D
12,Valery Voronin,M,"6'00""",182.88,12 06,17/07/1939,26,,Torpedo Moscow,USSR,D
13,Alexey Korneev,D,"5'10""",177.8,12 00,06/02/1939,27,,Spartak Moscow,USSR,D
14,Georgiy Sichinava,M,"5'10""",177.8,11 11,18/02/1944,22,,Dynamo Tbilisi,USSR,D
15,Galimzyan Khusainov,M,"5'05""",165.1,10 01,27/07/1937,28,,Spartak Moscow,USSR,D
16,Slava Metreveli,F,"5'08""",172.72,10 12,30/05/1936,30,,Dynamo Tbilisi,USSR,D
17,Valeriy Porkujan,F,"5'09""",175.26,11 05,04/10/1944,21,,Dynamo Kiev,USSR,D
18,Anatoliy Banishevskiy,F,"5'09""",175.26,11 03,23/12/1946,19,Baku,Neftyanik Baku,USSR,D
19,Eduard Malofeev,F,"5'09""",175.26,11 09,02/06/1942,24,Kolomna,Dynamo Minsk,USSR,D
20,Eduard Markarov,F,"5'04""",162.56,09 13,20/06/1942,24,,Neftyanik Baku,USSR,D
21,Anzor Kavazashvili,G,"5'09""",175.26,12 08,19/07/1940,25,,Torpedo Moscow,USSR,D
22,Viktor Bannikov,G,,,,16/04/1938,28,,Dynamo Kiev,USSR,D
