Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
13,Oscar Rossi,M,"5'07""",170.18,11 05,27/07/1930,31,,San Lorenzo,Argentina,D
14,Alberto Mariotti,D,,,,,,,San Lorenzo,Argentina,D
15,Rub_n Navarro,D,"5'10""",177.8,,30/03/1933,29,,Independiente,Argentina,D
16,Antonio Ratt’n,M,"6'03""",190.5,13 12,16/05/1937,25,Tigre,Boca Juniors,Argentina,D
17,Jos_ Albrecht,M,"5'10""",177.8,12 00,23/08/1941,20,,Estudiantes (LP),Argentina,D
18,Vladislao Cap,D,"5'10""",177.8,11 09,05/07/1934,27,,River Plate,Argentina,D
19,Rub_n Sosa,F,"6'00""",182.88,12 08,14/11/1936,25,,Racing Club,Argentina,D
20,Juan Carlos Oleniak,F,"5'08""",172.72,10 03,04/03/1942,20,,Estudiantes,Argentina,D
21,Ram—n Abeledo,F,,,,,,,Independiente,Argentina,D
22,Alberto Gonz‡lez,F,"5'08""",172.72,11 00,21/08/1941,20,,Boca Juniors,Argentina,D
1,Georgi Naydenov,G,"5'10""",177.8,12 04,21/12/1931,30,,CSKA Sofia,Bulgaria,D
2,Kiril Rakarov,D,"5'09""",175.26,11 11,24/05/1932,30,,CSKA Sofia,Bulgaria,D
3,Ivan Dimitrov,D,"6'02""",187.96,13 03,14/05/1935,27,,Lokomotiv Sofia,Bulgaria,D
4,Stoyan Kitov,D,"5'09""",175.26,10 10,27/08/1938,23,,Spartak Sofia,Bulgaria,D
5,Dimitar Kostov,M,,,,27/07/1936,25,,Levski Sofia,Bulgaria,D
6,Nikola Kovachev,M,"5'09""",175.26,11 07,04/06/1934,27,,CSKA Sofia,Bulgaria,D
7,Todor Diev,M,"6'01""",185.42,13 12,28/01/1934,28,Plovdiv,Spartak Plovdiv,Bulgaria,D
8,Dimitar Dimov,D,"5'10""",177.8,12 00,13/12/1937,24,,Spartak Plovdiv,Bulgaria,D
9,Hristo Iliev,F,"5'07""",170.18,10 10,11/05/1936,26,,Levski Sofia,Bulgaria,D
10,Ivan Kolev,F,"5'07""",170.18,10 06,01/11/1930,31,,CSKA Sofia,Bulgaria,D
11,Dimitar Yakimov,M,,,,12/08/1941,20,,CSKA Sofia,Bulgaria,D
12,Dobromir Zhechev,D,,,,12/11/1942,19,Sofia,Spartak Sofia,Bulgaria,D
13,Petar Velichkov,F,,,,08/08/1940,21,,Lokomotiv Sofia,Bulgaria,D
14,Georgi Sokolov,F,"5'09""",175.26,10 08,19/06/1942,19,,Levski Sofia,Bulgaria,D
15,Georgi Asparuhov,F,,,,04/05/1943,19,Sofia,Botev Plovdiv,Bulgaria,D
16,Aleksandar Kostov,F,"5'09""",175.26,11 00,05/03/1938,24,,Levski Sofia,Bulgaria,D
17,Panteley Dimitrov,M,,,,,,,CSKA Sofia,Bulgaria,D
18,Ivan Ivanov,G,,,,,,,Cherno More Varna,Bulgaria,D
19,Dinko Dermendzhiev,M,"5'09""",175.26,10 12,02/06/1941,20,,Botev Plovdiv,Bulgaria,D
20,Nikola Parshanov,G,,,,,,,Spartak Pleven,Bulgaria,D
21,Panayot Panayotov,F,,,,30/12/1930,31,,Crvena Zvezda,Bulgaria,D
22,Georgi Nikolov,,,,,,,,CSKA Sofia,Bulgaria,D
1,Ron Springett,G,"5'10""",177.8,12 04,22/07/1935,26,Fulham,Sheffield W,England,D
2,Jimmy Armfield,D,"5'10""",177.8,12 02,21/09/1935,26,Denton,Blackpool,England,D
3,Ray Wilson,D,"5'08""",172.72,11 07,17/12/1934,27,Shirebrook,Huddersfield T,England,D
4,Bobby Robson,F,"5'11""",180.34,11 05,18/02/1933,29,Sacriston,WBA,England,D
5,Peter Swan,M,,,,08/10/1936,25,South Elmsall,Sheffield W,England,D
6,Ron Flowers,M,"5'11""",180.34,12 11,28/07/1934,27,Edlington,Wolverhampton W,England,D
7,John Connelly,F,"5'09""",175.26,11 00,18/07/1938,23,St. Helens,Burnley,England,D
8,Jimmy Greaves,F,"5'08""",172.72,10 06,20/02/1940,22,East Ham,Tottenham H,England,D
9,Gerry Hitchens,F,"5'10""",177.8,12 06,08/10/1934,27,Rawnsley,Internazionale,England,D
10,Johnny Haynes,F,"5'09""",175.26,11 07,17/10/1934,27,Kentish Town,Fulham,England,D
11,Bobby Charlton,M,"5'09""",175.26,11 05,11/10/1937,24,Ashington,Manchester U,England,D
12,Alan Hodgkinson,G,,,,16/08/1936,25,Maltby,Sheffield U,England,D
13,Derek Kevan,F,"5'10""",177.8,11 11,06/03/1935,27,Ripon,WBA,England,D
14,Stan Anderson,D,,,,27/02/1934,28,Durham,Sunderland,England,D
15,Maurice Norman,D,,,,08/05/1934,28,Mulbarton,Tottenham H,England,D
16,Bobby Moore,D,"5'10""",177.8,11 05,12/04/1941,21,Barking,West Ham U,England,D
17,Bryan Douglas,F,"5'05""",165.1,09 08,27/05/1934,28,Blackburn,Blackburn R,England,D
18,Roger Hunt,F,,,,20/07/1938,23,Golborne,Liverpool,England,D
19,Alan Peacock,F,"5'08""",172.72,11 00,29/10/1937,24,Middlesbrough,Middlesbrough,England,D
20,George Eastham,F,,,,23/09/1936,25,Blackpool,Arsenal,England,D
21,Don Howe,D,,,,12/10/1935,26,Wolverhampton,WBA,England,D
22,Gordon Banks,G,"6'00""",182.88,13 03,30/12/1937,24,Sheffield,Leicester C,England,D
1,Gyula Grosics,G,,,,04/02/1926,36,Dorog,B‡ny‡sz Tatab‡nyai,Hungary,D
2,S‡ndor M‡trai,D,"6'00""",182.88,12 04,20/11/1932,29,,Ferencv‡ros,Hungary,D
3,K‡lm‡n M_sz_ly,D,,,,16/07/1941,20,,Vasas,Hungary,D
4,L‡szl— S‡rosi,D,"5'09""",175.26,11 09,27/02/1932,30,,Vasas,Hungary,D
5,Ern_ Solymosi,M,"5'10""",177.8,12 04,21/09/1940,21,,òjpesti D—zsa,Hungary,D
6,Ferenc Sipos,M,"5'11""",180.34,12 00,13/12/1932,29,,MTK,Hungary,D
7,K‡roly S‡ndor,F,"5'06""",167.64,11 11,29/11/1928,33,,MTK,Hungary,D
8,J‡nos G_r_cs,M,,,,08/05/1939,23,,òjpesti Dozsa,Hungary,D
9,Fl—ri‡n Albert,M,"5'11""",180.34,11 05,15/09/1941,20,Hercegsz‡nt—,Ferencv‡ros,Hungary,D
10,Lajos Tichy,F,,,,21/03/1935,27,,Budapest Honv_d,Hungary,D
11,M‡t_ Fenyvesi,F,"5'09""",175.26,10 10,20/09/1933,28,,Ferencv‡ros,Hungary,D
12,K‡lm‡n S—v‡ri,D,,,,21/12/1940,21,,òjpesti D—zsa,Hungary,D
13,K‡lm‡n Ih‡sz,D,,,,06/12/1941,20,,Vasas,Hungary,D
14,Istv‡n Nagy,M,"5'09""",175.26,11 00,14/04/1939,23,,MTK,Hungary,D
15,J‡nos Mencel,M,,,,,,,Salg—tarj‡ni BTC,Hungary,D
16,J‡nos Farkas,M,"5'10""",177.8,11 09,27/03/1942,20,,Vasas,Hungary,D
17,Gyula R‡kosi,M,"5'09""",175.26,10 12,09/10/1938,23,,Ferencv‡ros,Hungary,D
18,Tivadar Monostori,F,"5'09""",175.26,12 02,24/08/1936,25,,Dorogi B‡ny‡sz,Hungary,D
19,B_la Kuh‡rszki,F,"5'05""",165.1,10 01,20/04/1940,22,,òjpesti D—zsa,Hungary,D
20,L‡szl— Bodor,F,,,,,,,MTK,Hungary,D
21,Antal Szentmih‡lyi,G,"6'00""",182.88,12 04,03/06/1937,24,,Vasas,Hungary,D
22,Istv‡n Ilku,G,"5'09""",175.26,12 00,06/03/1933,29,,Dorogi B‡ny‡sz,Hungary,D
