Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
2,Jan Poortvliet,D,"5'10""",177.8,11 05,21/09/1955,22,Arnemuiden,PSV Eindhoven,Holland,D
3,Dick Schoenaker,M,"5'11""",180.34,11 09,30/11/1952,25,Ede,Ajax,Holland,D
4,Adrie van Kraay,D,"6'00""",182.88,12 11,01/08/1953,24,Eindhoven,PSV Eindhoven,Holland,D
5,Ruud Krol,D,"5'11""",180.34,12 08,24/03/1949,29,Amsterdam,Ajax,Holland,D
6,Wim Jansen,M,"5'09""",175.26,12 00,28/10/1946,31,Rotterdam,Feyenoord,Holland,D
7,Piet Wildschut,D,"6'01""",185.42,12 11,25/10/1957,20,Leeuwarden,Twente,Holland,D
8,Jan Jongbloed,G,"6'01""",185.42,13 03,25/11/1940,37,Amsterdam,Roda JC,Holland,D
9,Arie Haan,M,"6'00""",182.88,13 01,16/11/1948,29,Finsterwolde,Anderlecht,Holland,D
10,Ren_ van de Kerkhof,F,"6'00""",182.88,12 04,16/09/1951,26,Helmond,PSV Eindhoven,Holland,D
11,Willy van de Kerkhof,F,"6'00""",182.88,12 04,16/09/1951,26,Helmond,PSV Eindhoven,Holland,D
12,Rob Rensenbrink,F,"5'10""",177.8,12 00,03/07/1947,30,Amsterdam,Anderlecht,Holland,D
13,Johan Neeskens,M,"5'10""",177.8,12 04,15/09/1951,26,Heemstede,Barcelona,Holland,D
14,Johan Boskamp,M,"5'10""",177.8,12 11,21/10/1948,29,Rotterdam,Molenbeek,Holland,D
15,Hugo Hovenkamp,D,,,,15/10/1950,27,Groningen,AZ,Holland,D
16,Johnny Rep,F,"6'00""",182.88,12 04,25/11/1951,26,Zaandam,Bastia,Holland,D
17,Wim Rijsbergen,D,"5'11""",180.34,12 11,18/01/1952,26,Leiden,Feyenoord,Holland,D
18,Dick Nanninga,M,"6'03""",190.5,13 12,17/01/1949,29,Groningen,Roda JC,Holland,D
19,Pim Doesburg,G,,,,28/10/1943,34,Rotterdam,Sparta Rotterdam,Holland,D
20,Wim Suurbier,D,"5'11""",180.34,12 08,16/01/1945,33,Eindhoven,Schalke,Holland,D
21,Harry Lubse,F,,,,21/09/1951,26,Eindhoven,PSV Eindhoven,Holland,D
22,Ernie Brandts,D,"6'02""",187.96,13 03,03/02/1956,22,Nieuw-Dijk,PSV Eindhoven,Holland,D
1,Nasser Hejazi,G,"6'01""",185.42,12 00,19/12/1949,28,Piranshahr,Shahbaz,Iran,D
2,Iraj Danaeifard,M,"5'06""",167.64,11 09,19/03/1951,27,Tehran,Taj,Iran,D
3,Behtash Fariba,F,"5'08""",172.72,11 03,11/02/1955,23,,Pas,Iran,D
4,Majid Bishkar,F,,,,06/08/1956,21,,Rastakhiz,Iran,D
5,Javad Allahverdi,D,"5'10""",177.8,12 00,09/04/1952,26,,Persepolis,Iran,D
6,Hassan Nayebagha,F,"5'09""",175.26,10 10,21/10/1950,27,,Homa,Iran,D
7,Ali Parvin,M,"5'06""",167.64,10 08,12/10/1946,31,Tehran,Persepolis,Iran,D
8,Ebrahim Ghasempour,M,"5'07""",170.18,12 00,02/07/1956,21,Abadan,Shahbaz,Iran,D
9,Mohammad Sadeghi,M,"5'08""",172.72,10 10,17/03/1951,27,Ahvaz,Pas,Iran,D
10,Hassan Rowshan,F,,,,02/06/1956,21,Tehran,Taj,Iran,D
11,Ali Reza Ghesghayan,D,,,,27/02/1954,24,,Bargh Shiraz,Iran,D
12,Bahram Movadat,G,,,,30/01/1950,28,,Sepahan,Iran,D
13,Hamid-Majid Tajmuri,F,,,,03/06/1953,24,,Shahbaz,Iran,D
14,Hassan Nazari,D,"5'07""",170.18,10 01,13/03/1955,23,Abadan,Taj,Iran,D
15,Andranik Eskandarian,D,"5'09""",175.26,10 06,31/12/1951,26,Tehran,Taj,Iran,D
16,Nasir Nurai,F,,,,09/07/1956,21,,Homa,Iran,D
17,Ghafour Jahani,F,"6'00""",182.88,12 00,04/05/1950,28,Bandar Anzali,Malavan,Iran,D
18,Hossain Faraki,F,"5'11""",180.34,12 08,19/04/1956,22,,Pas,Iran,D
19,Ali Shojaei,D,,,,23/03/1953,25,,Sepahan,Iran,D
20,Nasrollah Abdollahi,F,"6'00""",182.88,12 00,30/11/1953,24,Ahvaz,Shahbaz,Iran,D
21,Hossein Kazerani,D,"6'01""",185.42,11 07,13/04/1947,31,Andimeshk,Pas,Iran,D
22,Rasoul Korbekandi,G,,,,27/01/1953,25,,Zob Ahan,Iran,D
1,Ottorino Sartor,G,,,,18/09/1945,32,,Colegio Nacional,Peru,D
2,Jaime Duarte,D,"5'07""",170.18,11 00,27/02/1955,23,,Alianza Lima,Peru,D
3,Rodolfo Manzo,D,"5'10""",177.8,12 00,05/06/1949,28,,Deportivo Municipal,Peru,D
4,H_ctor Chumpitaz,D,"5'06""",167.64,11 03,12/04/1944,34,Ca–ete,Sporting Cristal,Peru,D
5,Rub_n Toribio D’az,D,,,,17/04/1952,26,,Sporting Cristal,Peru,D
6,Jos_ Vel‡squez,M,"6'00""",182.88,12 11,04/06/1954,23,Lima,Alianza Lima,Peru,D
7,Juan Mu–ante,F,"5'11""",180.34,12 04,12/07/1948,29,,UNAM,Peru,D
8,C_sar Cueto,M,"5'07""",170.18,11 00,16/06/1952,25,,Alianza Lima,Peru,D
9,Percy Rojas,M,"5'09""",175.26,11 05,16/09/1949,28,,Sporting Cristal,Peru,D
10,Te—filo Cubillas,M,"5'08""",172.72,11 03,08/03/1949,29,Puente Piedra,Alianza Lima,Peru,D
11,Juan Carlos Oblitas,F,"5'08""",172.72,11 03,16/02/1952,26,Mollendo,Sporting Cristal,Peru,D
12,Roberto Mosquera,F,,,,21/06/1956,21,,Sporting Cristal,Peru,D
13,Juan C‡ceres,G,,,,27/12/1949,28,,Alianza Lima,Peru,D
14,Jos_ Navarro,D,"5'07""",170.18,11 00,24/09/1948,29,,Sporting Cristal,Peru,D
15,Germ‡n Legu’a,F,"6'01""",185.42,13 01,02/01/1954,24,Lima,Deportivo Municipal,Peru,D
16,Raœl Gorriti,M,"5'10""",177.8,12 04,10/10/1956,21,,Sporting Cristal,Peru,D
17,Alfredo Quesada,M,"5'09""",175.26,11 00,22/09/1949,28,,Sporting Cristal,Peru,D
18,Ernesto Labarthe,M,,,,02/06/1952,25,,Sport Boys,Peru,D
19,Guillermo La Rosa,F,"5'10""",177.8,12 08,06/06/1952,25,,Alianza Lima,Peru,D
20,Hugo Sotil,M,"5'07""",170.18,10 12,10/05/1949,29,,Alianza Lima,Peru,D
21,Ram—n Quiroga,G,"5'10""",177.8,12 08,23/07/1950,27,Rosario,Sporting Cristal,Peru,D
22,Roberto Rojas,D,"5'08""",172.72,10 12,26/10/1955,22,,Alianza Lima,Peru,D
1,Alan Rough,G,"6'01""",185.42,13 03,25/11/1951,26,Glasgow,Partick Thistle,Scotland,D
2,Sandy Jardine,D,,,,31/12/1948,29,Edinburgh,Rangers,Scotland,D
3,Willie Donachie,D,"5'09""",175.26,11 05,05/10/1951,26,Glasgow,Manchester C,Scotland,D
4,Martin Buchan,D,"5'10""",177.8,11 11,06/03/1949,29,Aberdeen,Manchester U,Scotland,D
5,Gordon McQueen,D,,,,26/06/1952,25,Kilbirnie,Manchester U,Scotland,D
6,Bruce Rioch,M,"5'11""",180.34,12 06,06/09/1947,30,Aldershot,Derby Co,Scotland,D
7,Don Masson,M,"5'08""",172.72,"5'08""",26/08/1946,31,Banchory,Derby Co,Scotland,D
8,Kenny Dalglish,F,"5'10""",177.8,11 07,04/03/1951,27,Glasgow,Liverpool,Scotland,D
9,Joe Jordan,F,"6'01""",185.42,12 02,15/12/1951,26,Cleland,Manchester U,Scotland,D
10,Asa Hartford,M,"5'07""",170.18,10 08,24/10/1950,27,"Clydebank,",Manchester C,Scotland,D
11,Willie Johnston,F,"5'07""",170.18,10 12,19/12/1946,31,Glasgow,WBA,Scotland,D
12,Jim Blyth,G,,,,02/02/1955,23,Perth,Coventry C,Scotland,D
13,Stuart Kennedy,D,"6'00""",182.88,12 04,31/05/1953,25,Grangemouth,Aberdeen,Scotland,D
14,Tom Forsyth,D,"6'00""",182.88,12 08,23/01/1949,29,Glasgow,Rangers,Scotland,D
15,Archie Gemmill,M,"5'05""",165.1,11 03,24/03/1947,31,Paisley,Nottingham F,Scotland,D
16,Lou Macari,M,"5'05""",165.1,10 10,04/06/1949,28,Edinburgh,Manchester U,Scotland,D
17,Derek Johnstone,F,,,,04/11/1953,24,Dundee,Rangers,Scotland,D
18,Graeme Souness,D,"5'11""",180.34,11 11,06/05/1953,25,Edinburgh,Liverpool,Scotland,D
19,John Robertson,F,"5'09""",175.26,10 10,20/01/1953,25,Uddingston,Nottingham F,Scotland,D
20,Bobby Clark,G,,,,26/09/1945,32,Glasgow,Aberdeen,Scotland,D
21,Joe Harper,M,"5'06""",167.64,11 09,11/01/1948,30,Greenock,Aberdeen,Scotland,D
22,Kenny Burns,D,"5'11""",180.34,11 00,23/09/1953,24,Glasgow,Nottingham F,Scotland,D
